arm,lang,schedule,n,pass_at_1,compile_rate,n_passed,n_compiled,n_timeout,mean_wall_s,median_wall_s,p90_wall_s,max_wall_s,mean_tokens,mean_rollbacks,total_rollbacks,mean_checker_calls
plain_rust,rust,plain,156,0.6987179487179487,0.8653846153846154,109,135,0,0.7131210072960433,0.6273490810272051,1.148442690508091,5.154353910009377,70.32692307692308,0,0,0
plain_cpp,cpp,plain,161,0.7701863354037267,0.9627329192546584,124,155,0,0.8772391837525184,0.7808105679869186,1.3649209449940827,5.165615416015498,86.4968944099379,0,0,0
sync_naive_rust,rust,sync,156,0.7243589743589743,0.8974358974358975,113,140,0,1.3001940565566958,1.1943722075084224,2.3607152469921857,6.300455985998269,74.76282051282051,0.6923076923076923,108,3.1794871794871793
async_naive_rust,rust,async,156,0.6923076923076923,0.8653846153846154,108,135,0,0.8191972744695167,0.6827442565117963,1.4983399030024884,5.158739381004125,69.82692307692308,0.9807692307692307,153,3.1858974358974357
sync_naive_cpp,cpp,sync,161,0.7142857142857143,0.8881987577639752,115,143,1,3.645180358284085,3.136872734001372,4.969466298003681,60.00107071499224,100.22981366459628,0.2670807453416149,43,4.695652173913044
async_naive_cpp,cpp,async,161,0.7639751552795031,0.9565217391304348,123,154,0,1.2345315113297435,1.0984991099976469,1.7756146130268462,5.160062720009591,86.21739130434783,0.2236024844720497,36,1.9751552795031055
async_entropy_rust,rust,async-entropy,156,0.6602564102564102,0.8141025641025641,103,127,0,0.9483393261782626,0.6825958614936098,1.9472678984893719,6.084490448003635,70.51923076923077,0.9871794871794872,154,3.2564102564102564
async_entropy_cpp,cpp,async-entropy,161,0.7639751552795031,0.9627329192546584,123,155,0,1.2815804169802516,1.1002054490090813,1.8208701259864029,5.871108684979845,86.49068322981367,0.2608695652173913,42,2.018633540372671
